ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
480462,1,1,0,0,0,0,0,0,0,0,0,0
480463,1,1,25,25,25,25,25,25,25,25,25,25
480463,2,1,18,18,18,18,18,18,18,18,18,18
480464,1,1,6,6,6,6,6,6,6,6,6,6
480465,1,1,0,0,0,0,0,0,0,0,0,0
480466,1,1,0,0,0,0,0,0,0,0,0,0
480466,2,1,0,0,0,0,16,10,0,0,0,0
480467,1,1,0,16,0,19,17,0,11,0,11,30
480467,2,1,0,0,5,0,0,10,11,21,0,0
480468,1,1,0,0,0,0,0,0,0,0,0,0
480468,2,1,0,0,0,0,0,0,0,0,0,0
480468,3,1,0,0,0,0,0,0,0,0,0,0
480469,0,1,36,0,33,24,18,26,0,18,14,0
480469,1,1,0,0,44,0,0,0,20,0,4,9
480470,1,1,21,21,21,21,21,21,21,21,21,21
480471,1,1,0,0,0,0,0,0,0,0,0,0
480471,2,1,0,0,0,0,10,0,0,0,0,0
480472,1,1,13,13,13,13,13,13,13,13,13,13
480473,1,1,14,0,0,10,0,0,0,24,0,0
480473,2,1,0,0,0,0,0,0,0,0,0,0
480474,1,1,19,0,0,0,0,0,0,0,0,0
480475,0,1,40,40,40,40,40,40,40,40,40,40
480475,1,1,0,0,0,0,0,0,0,0,0,0
480476,0,1,26,26,26,26,26,26,26,26,26,26
480476,1,1,0,18,0,0,0,0,0,0,0,0
480476,2,1,0,8,0,14,0,0,9,0,0,0
480477,1,1,0,0,14,0,25,22,0,0,0,0
480478,1,1,0,0,0,0,0,0,0,3,11,22
480478,2,1,18,0,0,0,15,14,0,32,0,0
480479,1,1,0,0,0,0,0,0,0,0,0,0
480479,2,1,0,0,0,0,0,0,0,0,0,0
480480,1,1,0,0,0,0,0,0,0,0,0,0
480480,2,1,0,0,0,0,0,0,0,0,0,0
480480,3,1,20,16,0,0,0,12,18,0,0,0
480480,4,1,0,69,0,0,3,0,0,0,0,0
480481,1,1,0,0,0,0,0,0,0,0,0,0
480482,1,1,0,0,0,0,0,0,0,0,0,0
480482,2,1,0,0,0,0,0,0,20,0,0,3
480482,3,1,23,0,0,11,0,0,0,0,11,17
480483,1,1,30,30,30,30,30,30,30,30,30,30
480484,0,1,21,21,21,21,21,21,21,21,21,21
480484,1,1,0,0,28,0,0,13,13,17,0,0
480485,0,1,10,10,10,10,10,10,10,10,10,10
480485,1,1,9,0,15,0,0,0,0,0,0,0
480486,1,1,0,0,0,0,0,0,0,0,0,0
480487,1,1,0,0,0,21,0,0,0,0,0,0
480487,2,1,0,0,0,0,13,0,14,0,0,0
480488,1,1,0,0,0,0,21,0,0,0,0,0
480488,2,1,0,0,0,0,0,0,0,0,0,0
480488,3,1,0,0,0,0,0,0,0,0,0,0
480489,1,1,19,0,0,24,25,0,20,0,0,15
480489,2,1,0,0,0,14,0,12,0,0,17,0
480489,3,1,0,0,0,0,0,0,0,0,0,0
480490,1,1,0,0,0,0,0,0,0,0,0,0
480490,2,1,12,0,0,0,0,0,0,0,0,0
480491,1,1,0,0,0,15,9,0,0,0,0,0
480491,2,1,0,0,0,0,0,0,0,17,0,0
480492,1,1,17,0,4,16,0,0,0,0,0,0
480492,2,1,24,5,26,23,27,13,10,17,15,12
480493,1,1,8,16,7,14,0,31,5,4,7,14
480494,1,1,0,0,0,0,0,0,0,0,0,0
480494,2,1,0,0,0,0,0,0,0,0,0,0
480495,0,1,37,0,0,0,0,0,0,0,0,0
480495,1,1,0,0,0,0,0,0,0,0,0,0
480495,2,1,0,0,0,0,0,0,0,0,0,0
480496,1,1,0,0,0,0,12,0,0,0,0,10
480496,3,1,0,0,0,0,0,0,0,0,9,0
480497,0,1,16,16,16,16,16,16,16,16,16,16
480497,1,1,30,0,0,0,0,0,0,8,0,9
480497,2,1,0,0,11,16,0,11,0,0,10,0
480499,1,1,35,35,35,35,35,35,35,35,35,35
480500,1,1,0,0,0,0,0,0,0,0,0,0
480501,0,1,15,0,0,0,0,0,0,0,0,0
480501,1,1,0,0,0,5,0,0,0,0,19,0
480502,1,1,16,0,22,0,0,0,0,0,0,0
480502,2,1,0,16,0,0,0,0,0,0,0,0
480502,3,1,0,0,0,12,0,0,0,0,0,7
480503,1,1,0,0,0,0,0,0,0,0,0,0
480503,2,1,0,0,0,0,0,0,0,0,0,0
480504,1,1,0,0,0,0,0,24,0,0,19,0
480505,1,1,0,0,0,0,0,0,0,0,0,0
480505,2,1,0,0,0,0,0,11,0,0,0,0
480506,1,1,0,0,0,14,12,0,0,0,0,0
480506,2,1,0,0,0,0,0,0,0,0,0,0
480506,3,1,0,0,0,0,0,0,0,0,0,0
480507,1,1,10,7,23,8,16,50,11,10,23,11
480508,1,1,43,24,42,0,30,20,41,25,0,18
480508,2,1,0,11,0,0,0,0,0,22,0,10
480509,1,1,12,12,12,12,12,12,12,12,12,12
480509,2,1,0,9,0,13,26,0,9,0,0,0
480509,3,1,19,14,0,0,22,0,0,0,14,0
480510,1,1,0,0,0,0,0,0,0,0,0,0
480510,2,1,0,0,0,0,0,0,0,0,0,0
480511,0,1,0,0,0,0,0,0,0,0,0,0
480511,1,1,0,0,39,0,0,0,0,0,0,20
480512,1,1,0,14,27,0,0,0,0,0,0,9
480512,2,1,11,15,10,0,0,0,0,0,0,0
480513,1,1,6,6,6,6,6,6,6,6,6,6
480513,2,1,0,0,0,14,0,0,14,0,17,0
480514,1,1,0,0,14,0,0,0,0,7,0,0
480514,2,1,0,0,0,0,0,0,0,0,0,0
480514,3,1,17,0,0,0,0,8,0,0,0,0
480515,1,1,0,0,0,0,0,0,0,0,6,0
480516,1,1,7,0,0,9,26,0,0,0,14,0
480516,2,1,0,0,0,0,0,0,0,0,17,0
480517,0,1,0,0,0,0,0,0,0,0,0,0
480517,1,1,0,0,0,0,12,0,4,10,0,0
480518,1,1,0,10,22,14,0,0,0,0,11,3
480518,2,1,30,30,30,30,30,30,30,30,30,30
480519,0,1,18,0,16,0,8,0,7,0,0,0
480519,1,1,0,0,11,11,0,0,0,7,13,0
480520,1,1,0,0,6,0,0,0,0,0,0,0
480520,2,1,0,19,5,0,23,0,0,0,0,0
480520,3,1,0,0,0,0,0,0,0,0,0,0
480521,1,1,0,18,27,10,0,9,20,26,10,9
480522,0,1,0,0,0,0,0,0,0,0,0,0
480522,1,1,0,0,0,15,0,0,0,0,0,0
480523,0,1,0,0,0,0,0,0,0,0,0,0
480523,1,1,0,0,0,0,0,0,0,0,0,0
480524,0,1,0,0,0,0,0,0,0,0,0,0
480524,1,1,22,0,0,26,14,7,0,0,0,0
480525,1,1,0,0,0,0,0,0,0,0,0,0
480525,2,1,5,0,19,0,0,0,0,0,0,0
480526,1,1,16,16,16,16,16,16,16,16,16,16
480527,1,1,16,14,21,17,9,22,22,45,17,30
480528,1,1,4,4,4,4,4,4,4,4,4,4
480529,1,1,0,0,12,12,0,0,0,0,0,0
480529,2,1,0,0,3,0,0,0,28,0,0,0
480530,1,1,17,17,17,17,17,17,17,17,17,17
480530,2,1,0,0,0,0,0,0,0,0,0,0
480531,0,1,0,0,28,0,0,0,0,18,0,0
480531,1,1,0,0,27,26,0,0,0,11,0,0
480532,1,1,25,32,15,21,19,0,0,7,38,14
480533,1,1,29,29,29,29,29,29,29,29,29,29
480534,1,1,0,0,0,0,0,0,0,0,0,0
480534,2,1,0,0,5,0,0,5,11,0,21,0
480535,1,1,0,0,10,0,0,0,10,0,11,29
480536,1,1,0,0,18,0,0,31,0,0,0,0
480536,2,1,10,0,4,0,0,0,25,0,10,0
480536,3,1,0,0,0,0,0,20,0,0,0,0
480537,1,1,13,13,13,13,13,13,13,13,13,13
480537,2,1,0,0,0,0,0,0,0,16,0,0
480538,1,1,0,16,0,0,0,8,16,25,0,0
480538,2,1,0,0,0,12,12,0,0,9,0,8
480539,1,1,0,0,0,6,14,0,0,0,20,20
480539,2,1,0,0,0,0,0,0,0,0,0,0
480539,3,1,0,0,0,0,0,12,0,0,0,0
480540,1,1,24,24,24,24,24,24,24,24,24,24
480541,1,1,0,0,0,0,0,0,0,0,0,0
480542,1,1,0,16,0,20,9,23,0,0,0,24
480543,1,1,0,0,0,0,0,0,0,0,0,0
480543,2,1,0,0,0,0,0,0,0,0,0,0
480545,1,1,19,19,19,19,19,19,19,19,19,19
480546,0,1,0,25,0,0,16,0,0,0,0,0
480546,1,1,0,0,0,0,0,0,0,0,0,0
480547,1,1,0,0,0,0,0,0,0,0,0,0
480547,2,1,0,0,0,0,0,0,0,0,0,0
480548,1,1,31,31,31,31,31,31,31,31,31,31
480549,1,1,0,0,0,0,0,0,0,0,0,0
480549,2,1,0,0,0,0,0,7,13,0,14,0
480550,1,1,9,9,9,9,9,9,9,9,9,9
480551,0,1,29,29,29,29,29,29,29,29,29,29
480551,1,1,6,0,19,20,0,0,0,0,22,0
480552,1,1,27,27,27,27,27,27,27,27,27,27
480552,2,1,14,0,19,0,18,9,7,0,0,0
480553,1,1,0,0,0,0,0,0,0,0,0,0
480553,2,1,0,28,11,14,0,0,19,0,10,0
480554,1,1,23,23,23,23,23,23,23,23,23,23
480555,1,1,0,0,0,0,0,0,0,0,0,0
480556,1,1,16,16,16,16,16,16,16,16,16,16
480557,1,1,19,0,9,17,0,0,0,0,10,0
480558,0,1,0,0,11,0,0,0,31,18,6,7
480558,1,1,0,0,18,0,0,15,0,0,0,0
480559,1,1,0,0,0,0,0,0,0,0,0,0
480559,2,1,0,0,0,0,0,0,16,0,0,0
480560,0,1,16,0,0,0,28,0,0,0,31,0
480560,1,1,0,0,0,18,0,0,0,3,0,14
480561,0,1,19,19,19,19,19,19,19,19,19,19
480561,1,1,13,13,13,13,13,13,13,13,13,13
480562,1,1,0,0,0,0,0,0,0,0,0,0
480563,1,1,0,0,0,0,0,0,0,0,0,0
480563,2,1,0,0,0,0,0,0,0,0,0,0
480564,1,1,0,5,13,37,0,13,16,0,18,14
480565,1,1,0,0,0,0,0,0,0,0,0,0
480565,2,1,0,0,0,0,0,0,0,0,0,0
480566,0,1,0,0,0,0,0,0,0,0,0,0
480566,1,1,0,0,0,0,0,3,0,0,0,0
480567,1,1,0,13,0,0,0,0,0,0,0,0
480567,2,1,0,0,0,0,0,0,0,0,0,0
480567,3,1,0,0,20,0,0,0,0,0,0,0
480568,1,1,0,0,0,0,0,0,0,0,0,0
480568,2,1,0,0,4,0,0,0,0,0,22,0
480568,3,1,0,0,0,0,0,0,0,0,0,0
480569,1,1,0,0,0,0,0,0,0,0,0,0
480569,2,1,0,0,24,0,0,0,0,0,17,19
480570,1,1,0,0,0,0,0,0,0,0,0,0
480570,2,1,20,0,0,0,0,0,0,0,0,0
480571,1,1,17,17,17,17,17,17,17,17,17,17
480572,1,1,0,18,0,26,15,20,0,28,35,0
480574,1,1,0,0,5,0,10,0,0,0,0,0
480574,2,1,0,0,13,0,0,0,0,0,0,0
480574,3,1,0,0,0,0,0,12,9,0,0,0
480575,1,1,0,0,0,0,0,0,0,0,0,8
480575,2,1,0,0,0,0,0,0,0,0,0,0
480576,1,1,1,1,1,1,1,1,1,1,1,1
480576,2,1,11,0,0,0,0,37,13,6,0,0
480577,1,1,0,30,0,0,15,12,0,0,0,0
480577,2,1,0,0,0,0,0,0,0,0,0,0
480577,3,1,13,0,19,0,9,14,0,13,0,14
480578,1,1,0,0,0,0,5,0,0,0,0,0
480578,2,1,0,0,0,0,0,0,13,0,0,0
480579,1,1,0,0,0,0,0,0,0,0,7,0
480579,2,1,0,0,0,0,0,0,0,0,0,0
480580,1,1,18,0,13,5,18,21,32,9,5,20
480580,2,1,0,0,8,0,0,0,0,14,0,0
480581,1,1,0,0,0,0,0,31,6,0,0,0
480581,2,1,0,0,0,0,0,0,0,0,0,13
480582,1,1,0,0,0,0,0,0,0,0,0,0
480582,2,1,0,0,0,0,0,0,0,0,0,0
480583,1,1,0,0,0,0,0,0,0,0,0,0
480584,1,1,0,0,0,0,0,0,0,0,0,0
480584,2,1,0,0,0,0,0,0,0,0,0,0
480584,3,1,0,2,0,1,0,0,0,0,0,0
480584,4,1,0,0,0,0,0,52,14,0,0,0
480585,1,1,17,8,14,17,25,10,26,20,11,18
480586,0,1,0,0,0,0,0,44,0,0,0,0
480586,1,1,0,0,0,0,0,0,12,0,0,0
480587,1,1,16,0,0,0,0,32,0,36,19,0
480588,1,1,17,0,13,18,17,0,0,0,5,26
480588,2,1,0,0,0,0,0,30,30,0,0,24
480589,1,1,0,0,0,0,0,0,6,0,0,0
480589,2,1,20,24,15,0,18,0,0,0,8,24
480590,1,1,4,4,4,4,4,4,4,4,4,4
480591,0,1,17,0,37,12,32,26,0,0,15,0
480591,1,1,5,15,14,8,23,8,25,21,0,23
480592,1,1,0,0,0,0,0,0,0,0,0,0
480592,2,1,0,0,0,0,0,0,0,16,0,0
480593,0,1,0,0,0,0,0,0,0,0,0,0
480593,1,1,0,0,0,0,0,0,0,0,0,0
480594,1,1,14,20,0,0,0,0,32,0,17,27
480594,2,1,19,14,15,0,0,12,3,0,11,0
480595,1,1,13,0,14,14,16,16,18,2,16,8
480595,2,1,2,2,2,2,2,2,2,2,2,2
480596,1,1,17,17,17,17,17,17,17,17,17,17
480597,1,1,0,0,23,0,0,0,0,13,0,0
480598,1,1,18,18,18,18,18,18,18,18,18,18
480599,1,1,6,16,0,23,18,0,0,11,0,15
480600,1,1,0,0,0,0,0,0,10,0,0,0
480601,1,1,22,22,22,22,22,22,22,22,22,22
480602,1,1,11,11,11,11,11,11,11,11,11,11
480602,2,1,0,0,0,0,0,0,0,0,0,0
480602,3,1,0,0,0,0,0,0,0,0,0,0
480603,1,1,0,4,0,13,19,0,17,0,28,12
480604,1,1,9,0,0,0,0,0,0,0,0,0
480605,1,1,0,0,0,0,0,0,0,0,0,0
480605,2,1,0,0,0,0,0,0,12,0,27,14
480605,3,1,0,0,0,0,0,0,0,0,16,0
480605,4,1,11,0,10,0,0,0,0,0,0,0
480606,0,1,0,0,0,0,0,0,0,0,0,0
480606,1,1,0,0,0,0,10,0,15,0,0,0
480607,1,1,19,17,0,0,0,0,0,0,0,25
480607,2,1,0,0,0,13,47,28,0,0,0,0
480607,3,1,0,0,0,26,0,0,0,0,0,0
480608,1,1,0,0,0,0,0,0,0,0,0,0
480608,2,1,0,6,7,0,0,0,0,0,0,0
480609,0,1,21,5,16,0,0,27,26,20,0,54
480609,1,1,0,0,0,0,0,0,0,8,0,28
480610,1,1,0,0,0,0,0,42,0,0,0,23
480611,1,1,27,0,18,16,31,0,24,0,30,36
480612,1,1,2,2,2,2,2,2,2,2,2,2
480612,2,1,24,0,8,0,0,8,0,0,0,29
480612,3,1,0,16,0,12,0,0,0,0,0,11
480613,1,1,0,5,19,0,48,0,24,0,11,0
480613,2,1,15,15,15,15,15,15,15,15,15,15
480614,0,1,0,0,0,0,0,0,0,0,0,0
480614,1,1,0,0,0,0,0,0,0,24,13,8
480615,0,1,4,0,28,0,0,0,0,19,0,0
480615,1,1,0,0,5,0,0,0,0,0,0,23
480616,0,1,0,0,0,20,6,0,0,27,10,0
480616,1,1,0,0,0,0,30,0,5,0,0,11
480617,1,1,19,0,16,18,0,18,0,32,11,27
480618,0,1,31,31,31,31,31,31,31,31,31,31
480618,1,1,0,8,0,0,0,0,0,0,0,0
480619,1,1,18,18,18,18,18,18,18,18,18,18
480619,2,1,6,0,0,0,0,0,26,27,17,0
480620,1,1,24,24,24,24,24,24,24,24,24,24
480620,2,1,13,13,13,13,13,13,13,13,13,13
480621,1,1,17,17,17,17,17,17,17,17,17,17
480622,1,1,0,0,0,0,0,0,0,0,0,0
480623,1,1,26,28,24,26,8,16,14,48,34,3
480624,1,1,0,0,0,0,0,0,0,26,0,0
480625,1,1,26,0,0,0,0,0,0,0,0,0
480625,2,1,0,11,0,0,0,0,17,0,0,0
480625,3,1,0,0,0,0,9,0,0,0,0,0
480626,0,1,0,0,0,0,0,0,0,0,0,0
480626,1,1,0,0,0,11,0,0,0,0,18,0
480627,0,1,0,0,0,0,0,0,0,0,0,0
480627,1,1,0,0,13,0,11,0,0,0,0,0
480628,1,1,0,0,14,0,27,0,9,0,0,0
480628,2,1,0,0,0,0,0,0,0,0,0,0
480629,0,1,30,0,3,0,0,31,0,5,10,27
480629,0,2,0,4,0,0,0,14,0,0,0,28
480629,1,1,0,0,16,0,0,0,0,0,0,4
480630,1,1,0,0,0,0,0,0,0,0,0,0
480630,2,1,0,0,0,0,18,0,0,0,0,0
480631,1,1,24,24,24,24,24,24,24,24,24,24
480632,1,1,20,0,0,30,0,0,3,27,0,0
480633,1,1,5,9,0,0,0,0,0,0,0,0
480633,2,1,25,5,0,0,0,0,0,0,0,0
480634,1,1,0,0,0,6,10,0,0,17,0,9
480634,2,1,0,0,0,0,0,22,0,0,0,0
480635,1,1,0,0,0,0,3,0,0,0,0,0
480635,2,1,23,0,0,13,0,27,11,0,23,7
480637,1,1,0,36,18,21,0,0,0,0,20,22
480638,0,1,0,28,0,13,0,12,31,15,47,13
480638,1,1,0,0,0,0,0,0,0,0,13,0
480639,0,1,17,17,17,17,17,17,17,17,17,17
480639,1,1,6,0,26,0,0,32,0,0,0,0
480639,2,1,0,0,0,0,26,0,0,0,0,9
480639,3,1,0,0,0,19,0,12,17,0,0,12
480640,1,1,19,19,19,19,19,19,19,19,19,19
480640,2,1,0,0,0,0,0,0,0,0,16,0
480641,1,1,0,0,0,0,0,0,0,0,0,0
480642,1,1,0,22,0,0,13,0,0,0,20,0
480642,2,1,0,0,0,9,0,0,0,0,0,0
480643,1,1,0,0,0,20,10,0,26,0,0,0
480644,1,1,0,0,0,0,0,0,0,0,0,0
480644,2,1,0,0,0,0,10,12,12,5,0,22
480645,1,1,20,20,20,20,20,20,20,20,20,20
480645,2,1,0,0,0,0,0,0,0,0,0,0
480646,1,1,0,7,0,0,0,29,0,11,0,0
480647,1,1,0,0,0,0,0,0,0,0,0,0
480647,2,1,0,0,0,0,0,0,0,0,0,0
480648,0,1,0,0,0,0,0,0,0,0,0,0
480648,1,1,6,24,0,30,0,0,0,0,0,0
480649,1,1,19,0,12,0,19,0,15,4,0,13
480650,1,1,0,0,0,0,0,0,0,0,0,0
480651,1,1,0,0,0,7,0,0,0,0,0,0
480651,2,1,8,8,8,8,8,8,8,8,8,8
480652,1,1,19,19,19,19,19,19,19,19,19,19
480653,0,1,0,0,0,0,0,0,0,0,0,0
480653,1,1,0,0,15,0,0,20,13,0,0,0
480654,1,1,0,0,0,0,20,0,0,0,0,0
480654,2,1,0,0,0,0,0,0,0,0,0,0
480654,3,1,0,0,0,0,0,0,0,0,20,0
480655,0,1,0,0,0,0,26,0,0,0,0,8
480655,1,1,0,0,18,0,0,6,6,0,8,35
480655,2,1,0,0,0,0,0,0,0,0,0,0
480656,1,1,0,0,0,0,0,0,0,0,0,0
480657,1,1,19,19,19,19,19,19,19,19,19,19
480657,2,1,11,0,0,0,11,0,0,9,25,17
480658,1,1,14,0,21,0,0,0,0,23,0,0
480658,2,1,0,0,0,18,0,12,0,26,0,0
480659,1,1,0,0,14,15,0,26,0,0,0,0
480659,2,1,20,7,25,0,0,0,10,0,6,0
480660,1,1,34,34,34,34,34,34,34,34,34,34
480661,0,1,0,0,0,0,0,0,0,0,0,0
480661,1,1,0,0,0,0,0,0,0,0,0,0
480661,2,1,0,18,21,0,0,0,13,0,0,11
480662,1,1,26,0,6,22,0,17,0,6,17,21
480663,1,1,0,0,0,0,0,0,0,0,0,0
480664,0,1,0,0,0,0,0,0,0,0,0,0
480664,1,1,0,0,12,0,15,0,0,0,0,0
480665,1,1,0,0,0,0,0,0,0,0,0,0
480665,2,1,8,0,0,0,0,0,0,0,0,0
480666,1,1,0,0,0,0,0,0,0,0,0,0
480666,2,1,18,0,0,0,0,0,0,0,0,0
480666,3,1,4,0,0,0,0,0,8,0,0,0
480666,4,1,0,0,0,0,0,0,0,0,5,0
480668,1,1,0,32,0,14,21,0,10,0,0,15
480669,1,1,14,14,14,14,14,14,14,14,14,14
480669,2,1,0,0,0,0,0,0,0,0,0,0
480669,3,1,17,0,17,0,0,5,0,0,17,0
480670,1,1,0,0,0,0,0,0,10,0,0,0
480670,2,1,0,0,0,0,0,0,0,0,0,0
480671,1,1,0,16,0,0,0,0,0,0,23,0
480671,2,1,11,0,8,0,0,8,0,0,16,0
480671,3,1,0,14,0,0,0,0,0,0,0,0
480672,1,1,0,0,0,0,3,0,8,0,6,9
480673,1,1,0,0,0,0,0,0,0,0,0,0
480673,2,1,0,0,0,0,0,23,0,0,10,0
480674,1,1,0,0,0,0,0,0,0,0,0,0
480675,1,1,14,14,14,14,14,14,14,14,14,14
480676,1,1,26,26,0,0,17,16,0,34,0,0
480676,2,1,0,0,0,10,9,7,0,0,0,0
480677,1,1,0,0,0,0,0,0,0,13,0,0
480678,0,1,21,0,17,0,22,25,0,20,0,0
480678,0,2,29,0,0,0,0,0,0,3,0,17
480678,1,1,0,0,0,0,0,0,0,0,0,0
480679,1,1,0,13,0,0,16,7,23,0,0,0
480679,2,1,0,10,0,0,0,10,0,0,0,0
480680,1,1,0,0,0,0,0,0,0,0,0,0
480681,1,1,0,0,0,0,0,0,0,0,38,15
480682,1,1,33,26,33,0,0,10,0,10,0,0
480683,1,1,19,0,17,19,25,0,32,0,0,18
480683,2,1,18,20,21,0,40,0,9,0,0,0
480684,1,1,33,6,6,18,8,12,20,21,15,10
480685,0,1,0,0,0,0,0,0,0,0,0,0
480685,1,1,0,0,0,0,0,7,20,28,11,0
480687,1,1,0,0,0,0,0,0,0,0,0,0
480687,2,1,0,0,0,0,0,13,0,0,0,0
480688,1,1,0,15,0,6,0,0,0,0,0,29
480689,1,1,0,0,0,0,0,0,0,0,0,0
480690,0,1,0,0,0,0,0,0,0,0,0,0
480690,1,1,0,0,0,0,11,0,0,0,0,8
480690,2,1,0,0,0,0,0,0,15,20,0,0
480691,0,1,0,0,0,0,0,0,0,0,0,0
480691,1,1,13,0,0,0,0,9,21,20,0,16
480692,1,1,11,13,17,14,24,0,0,16,30,0
480693,0,1,16,16,16,16,16,16,16,16,16,16
480693,1,1,0,19,14,0,0,0,0,0,12,29
480694,1,1,7,0,0,0,12,0,0,10,14,21
480694,2,1,0,0,0,9,5,0,9,0,4,0
480694,3,1,0,0,0,0,0,0,0,0,0,16
480695,1,1,15,6,0,0,0,0,0,0,0,0
480695,2,1,0,0,0,0,0,0,0,0,0,0
480696,1,1,0,0,0,0,0,0,0,0,0,22
480696,2,1,0,0,0,0,0,0,0,0,0,0
480697,1,1,0,0,0,0,0,0,0,0,0,0
480697,2,1,4,0,35,0,15,7,0,0,0,15
480698,1,1,0,0,0,0,0,0,0,0,0,0
480698,2,1,0,0,0,0,0,0,0,0,0,0
480699,1,1,9,11,18,16,18,32,20,16,19,22
480699,2,1,15,0,10,0,0,0,14,18,13,5
480700,1,1,0,12,0,0,0,0,14,0,0,0
480700,2,1,11,0,4,10,14,12,0,0,0,14
480701,1,1,26,16,0,4,15,13,0,0,0,9
480701,2,1,38,0,0,0,0,0,29,0,0,15
480701,3,1,0,0,7,13,0,0,0,0,0,22
480701,4,1,11,0,0,0,0,10,0,0,22,13
480702,1,1,33,0,0,0,16,24,0,0,11,0
480702,2,1,0,0,0,0,0,0,0,0,0,0
480703,1,1,20,0,0,0,27,0,0,29,28,0
480704,1,1,0,0,0,0,0,0,0,0,0,0
480704,2,1,0,10,0,0,0,18,0,0,0,31
480705,1,1,0,0,0,7,21,0,39,0,20,30
480706,1,1,0,0,0,0,0,0,0,0,0,0
480706,2,1,0,0,0,0,0,0,0,0,0,0
480707,1,1,8,15,0,0,4,19,0,21,0,9
480708,1,1,0,0,0,0,0,0,0,0,0,0
480708,2,1,0,0,0,0,0,0,0,0,0,0
480709,1,1,16,16,16,16,16,16,16,16,16,16
480710,0,1,0,0,0,0,0,0,0,0,0,0
480710,1,1,11,13,0,0,0,12,0,24,4,0
480711,1,1,0,0,0,0,0,0,0,0,18,35
480711,2,1,0,0,0,0,0,0,0,0,8,0
480711,3,1,0,7,24,0,0,0,0,0,0,0
480711,4,1,11,0,0,0,0,0,0,0,0,24
480711,5,1,0,0,0,0,0,0,0,11,0,0
480712,1,1,0,0,0,0,0,0,0,0,0,0
480712,2,1,0,0,0,0,0,0,0,0,12,12
480712,3,1,0,0,0,0,0,0,6,0,0,0
480713,1,1,0,27,0,0,0,0,0,17,0,24
480713,2,1,0,0,0,0,0,0,0,0,0,0
480714,0,1,0,0,0,0,0,0,0,0,0,0
480714,1,1,0,0,0,10,0,0,0,0,0,0
480715,1,1,0,0,0,0,0,0,0,12,8,0
480715,2,1,0,0,0,0,0,0,0,0,0,0
480715,3,1,0,0,0,0,0,0,0,0,0,0
480716,1,1,0,0,12,0,0,17,0,0,0,0
480717,0,1,0,0,0,0,0,0,0,0,0,0
480717,1,1,0,0,0,0,0,0,0,0,0,0
480717,2,1,0,0,18,0,11,0,0,0,0,0
480718,1,1,0,3,25,18,0,20,23,11,0,3
480719,1,1,0,0,0,0,0,0,0,0,0,0
480720,1,1,4,10,0,0,6,0,12,23,0,11
480721,1,1,24,24,24,24,24,24,24,24,24,24
480721,2,1,0,4,0,0,0,0,0,0,0,0
480722,1,1,0,0,0,0,0,0,0,0,0,0
480722,2,1,9,12,12,0,21,0,0,0,0,9
480723,0,1,0,0,0,0,0,0,0,0,0,0
480723,1,1,0,0,0,0,0,0,0,0,0,0
480724,1,1,12,0,0,34,0,0,28,0,0,24
480724,2,1,0,0,0,0,0,0,0,25,0,0
480725,1,1,12,10,9,10,5,26,6,24,7,8
480725,2,1,0,0,0,0,0,0,0,0,0,0
480726,1,1,24,24,24,24,24,24,24,24,24,24
480726,2,1,0,0,0,0,0,0,0,0,0,0
480727,1,1,0,0,0,0,0,0,0,0,0,0
480727,2,1,0,0,0,12,0,0,0,0,0,0
480728,1,1,0,0,0,0,0,0,0,0,0,0
480728,2,1,27,0,16,0,10,29,21,0,25,0
480729,1,1,0,0,0,0,0,0,0,0,0,0
480729,2,1,0,0,0,9,0,0,0,0,0,0
480730,1,1,14,14,14,14,14,14,14,14,14,14
480731,1,1,0,0,0,11,0,12,0,0,0,0
480731,2,1,40,27,0,10,0,0,0,0,16,0
480732,1,1,0,0,0,14,10,15,20,0,0,0
480732,2,1,0,0,0,0,0,0,0,0,0,0
480733,1,1,0,0,19,0,0,9,2,0,34,10
480734,1,1,0,0,0,0,0,0,34,0,0,0
480734,2,1,7,7,7,7,7,7,7,7,7,7
480734,3,1,0,0,0,0,0,0,0,0,0,0
480734,4,1,15,0,0,7,0,11,0,0,0,0
480734,5,1,0,0,0,0,17,0,14,19,0,6
480735,1,1,0,0,0,0,0,22,0,0,0,0
480735,2,1,0,0,0,0,0,22,0,0,0,5
480736,1,1,17,17,17,17,17,17,17,17,17,17
480737,1,1,15,0,0,0,31,0,0,0,0,0
480738,1,1,0,0,0,0,0,0,0,0,0,0
480738,2,1,9,0,0,0,0,0,14,15,0,10
480739,1,1,0,0,0,0,0,14,0,0,11,15
480739,2,1,0,0,0,0,0,0,0,0,0,0
480740,1,1,0,0,0,0,0,15,0,0,0,0
480740,2,1,0,0,0,0,0,0,0,0,0,0
480740,3,1,0,0,0,0,0,0,0,0,0,0
480742,1,1,10,0,23,18,0,0,14,0,0,0
480743,1,1,0,0,16,0,0,0,11,21,17,0
480744,1,1,0,13,20,0,0,0,0,14,0,0
480744,2,1,0,0,0,0,0,0,0,0,0,0
480745,1,1,14,14,14,14,14,14,14,14,14,14
480746,1,1,19,19,19,19,19,19,19,19,19,19
480747,1,1,0,20,0,0,18,0,0,0,0,0
480747,2,1,0,0,0,0,0,0,0,0,16,7
480748,0,1,18,18,18,18,18,18,18,18,18,18
480748,1,1,0,0,0,0,0,0,0,0,0,0
