STATE,STATENAME,ST_CASE,VEH_NO,PER_NO,NMCC,NMCCNAME
6,California,61787,0,1,0,None Noted
6,California,61787,0,2,0,None Noted
6,California,61788,0,1,0,None Noted
6,California,61790,0,1,2,Failure to Yield Right-Of-Way
6,California,61790,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61790,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61791,0,1,2,Failure to Yield Right-Of-Way
6,California,61791,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61795,0,1,0,None Noted
6,California,61796,0,1,2,Failure to Yield Right-Of-Way
6,California,61796,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61797,0,1,0,None Noted
6,California,61798,0,1,2,Failure to Yield Right-Of-Way
6,California,61800,0,1,2,Failure to Yield Right-Of-Way
6,California,61800,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61801,0,1,0,None Noted
6,California,61803,0,1,2,Failure to Yield Right-Of-Way
6,California,61803,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61803,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61803,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61803,0,2,2,Failure to Yield Right-Of-Way
6,California,61803,0,2,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61803,0,2,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61803,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61804,0,1,2,Failure to Yield Right-Of-Way
6,California,61805,0,1,2,Failure to Yield Right-Of-Way
6,California,61806,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61807,0,1,2,Failure to Yield Right-Of-Way
6,California,61811,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61813,0,1,0,None Noted
6,California,61814,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61815,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,61815,0,1,2,Failure to Yield Right-Of-Way
6,California,61815,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61823,0,1,2,Failure to Yield Right-Of-Way
6,California,61823,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61825,0,1,0,None Noted
6,California,61826,0,1,2,Failure to Yield Right-Of-Way
6,California,61828,0,1,0,None Noted
6,California,61830,0,1,0,None Noted
6,California,61839,0,1,0,None Noted
6,California,61840,0,1,0,None Noted
6,California,61844,0,1,0,None Noted
6,California,61850,0,1,2,Failure to Yield Right-Of-Way
6,California,61852,0,1,2,Failure to Yield Right-Of-Way
6,California,61853,0,1,0,None Noted
6,California,61854,0,1,2,Failure to Yield Right-Of-Way
6,California,61854,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61860,0,1,2,Failure to Yield Right-Of-Way
6,California,61860,0,1,7,Improper Turn/Merge
6,California,61862,0,1,2,Failure to Yield Right-Of-Way
6,California,61873,0,1,0,None Noted
6,California,61875,0,1,2,Failure to Yield Right-Of-Way
6,California,61877,0,1,0,None Noted
6,California,61878,0,1,2,Failure to Yield Right-Of-Way
6,California,61883,0,1,2,Failure to Yield Right-Of-Way
6,California,61883,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61885,0,1,0,None Noted
6,California,61886,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61887,0,1,2,Failure to Yield Right-Of-Way
6,California,61888,0,1,2,Failure to Yield Right-Of-Way
6,California,61889,0,1,2,Failure to Yield Right-Of-Way
6,California,61889,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61889,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61890,0,1,2,Failure to Yield Right-Of-Way
6,California,61890,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,61891,0,1,2,Failure to Yield Right-Of-Way
6,California,61891,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61892,0,1,2,Failure to Yield Right-Of-Way
6,California,61893,0,1,2,Failure to Yield Right-Of-Way
6,California,61893,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61895,0,1,2,Failure to Yield Right-Of-Way
6,California,61895,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61896,0,1,2,Failure to Yield Right-Of-Way
6,California,61899,0,1,2,Failure to Yield Right-Of-Way
6,California,61899,0,1,9,Wrong-Way Riding or Walking
6,California,61901,0,1,2,Failure to Yield Right-Of-Way
6,California,61903,0,1,0,None Noted
6,California,61906,0,1,2,Failure to Yield Right-Of-Way
6,California,61917,0,1,2,Failure to Yield Right-Of-Way
6,California,61917,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61919,0,1,2,Failure to Yield Right-Of-Way
6,California,61925,0,1,2,Failure to Yield Right-Of-Way
6,California,61925,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61929,0,1,0,None Noted
6,California,61938,0,1,2,Failure to Yield Right-Of-Way
6,California,61938,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61942,0,1,9,Wrong-Way Riding or Walking
6,California,61943,0,1,0,None Noted
6,California,61944,0,1,2,Failure to Yield Right-Of-Way
6,California,61944,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,61944,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61946,0,1,0,None Noted
6,California,61947,0,1,2,Failure to Yield Right-Of-Way
6,California,61947,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61955,0,1,2,Failure to Yield Right-Of-Way
6,California,61955,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,61958,0,1,2,Failure to Yield Right-Of-Way
6,California,61959,0,1,2,Failure to Yield Right-Of-Way
6,California,61960,0,1,2,Failure to Yield Right-Of-Way
6,California,61960,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,61961,0,1,2,Failure to Yield Right-Of-Way
6,California,61963,0,1,21,Other (Specify:)
6,California,61964,0,1,0,None Noted
6,California,61965,0,1,2,Failure to Yield Right-Of-Way
6,California,61965,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,61968,0,1,0,None Noted
6,California,61968,0,2,0,None Noted
6,California,61971,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61975,0,1,2,Failure to Yield Right-Of-Way
6,California,61979,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,61980,0,1,9,Wrong-Way Riding or Walking
6,California,61985,0,1,2,Failure to Yield Right-Of-Way
6,California,61988,0,1,0,None Noted
6,California,61997,0,1,0,None Noted
6,California,62000,0,1,2,Failure to Yield Right-Of-Way
6,California,62002,0,1,2,Failure to Yield Right-Of-Way
6,California,62002,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62004,0,1,2,Failure to Yield Right-Of-Way
6,California,62004,0,1,9,Wrong-Way Riding or Walking
6,California,62010,0,1,2,Failure to Yield Right-Of-Way
6,California,62011,0,1,2,Failure to Yield Right-Of-Way
6,California,62015,0,1,2,Failure to Yield Right-Of-Way
6,California,62015,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62016,0,1,2,Failure to Yield Right-Of-Way
6,California,62017,0,1,0,None Noted
6,California,62018,0,1,0,None Noted
6,California,62019,0,1,2,Failure to Yield Right-Of-Way
6,California,62019,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62020,0,1,2,Failure to Yield Right-Of-Way
6,California,62020,0,1,9,Wrong-Way Riding or Walking
6,California,62020,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62022,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62032,0,1,2,Failure to Yield Right-Of-Way
6,California,62032,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62036,0,1,2,Failure to Yield Right-Of-Way
6,California,62036,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62037,0,1,2,Failure to Yield Right-Of-Way
6,California,62041,0,1,2,Failure to Yield Right-Of-Way
6,California,62041,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62042,0,1,2,Failure to Yield Right-Of-Way
6,California,62042,0,1,9,Wrong-Way Riding or Walking
6,California,62047,0,1,2,Failure to Yield Right-Of-Way
6,California,62049,0,1,2,Failure to Yield Right-Of-Way
6,California,62049,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62049,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62051,0,1,2,Failure to Yield Right-Of-Way
6,California,62052,0,1,2,Failure to Yield Right-Of-Way
6,California,62053,0,1,2,Failure to Yield Right-Of-Way
6,California,62055,0,1,2,Failure to Yield Right-Of-Way
6,California,62058,0,1,0,None Noted
6,California,62063,0,1,2,Failure to Yield Right-Of-Way
6,California,62063,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62063,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62065,0,1,2,Failure to Yield Right-Of-Way
6,California,62065,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62065,0,2,2,Failure to Yield Right-Of-Way
6,California,62065,0,2,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62066,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62068,0,1,0,None Noted
6,California,62072,0,1,0,None Noted
6,California,62073,0,1,0,None Noted
6,California,62074,0,1,2,Failure to Yield Right-Of-Way
6,California,62074,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62074,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62076,0,1,2,Failure to Yield Right-Of-Way
6,California,62076,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62080,0,1,2,Failure to Yield Right-Of-Way
6,California,62080,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62081,0,1,0,None Noted
6,California,62084,0,1,2,Failure to Yield Right-Of-Way
6,California,62084,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62085,0,1,2,Failure to Yield Right-Of-Way
6,California,62085,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62086,0,1,2,Failure to Yield Right-Of-Way
6,California,62086,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62088,0,1,2,Failure to Yield Right-Of-Way
6,California,62088,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62088,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62089,0,1,0,None Noted
6,California,62091,0,1,2,Failure to Yield Right-Of-Way
6,California,62095,0,1,2,Failure to Yield Right-Of-Way
6,California,62097,0,1,2,Failure to Yield Right-Of-Way
6,California,62097,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62097,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62100,0,1,2,Failure to Yield Right-Of-Way
6,California,62100,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62103,0,1,2,Failure to Yield Right-Of-Way
6,California,62103,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62105,0,1,2,Failure to Yield Right-Of-Way
6,California,62105,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62107,0,1,2,Failure to Yield Right-Of-Way
6,California,62107,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62115,0,1,2,Failure to Yield Right-Of-Way
6,California,62115,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62116,0,1,2,Failure to Yield Right-Of-Way
6,California,62118,0,1,0,None Noted
6,California,62130,0,1,2,Failure to Yield Right-Of-Way
6,California,62130,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62130,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62134,0,1,2,Failure to Yield Right-Of-Way
6,California,62134,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62134,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62135,0,1,0,None Noted
6,California,62138,0,1,0,None Noted
6,California,62139,0,1,2,Failure to Yield Right-Of-Way
6,California,62141,0,1,2,Failure to Yield Right-Of-Way
6,California,62141,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62142,0,1,2,Failure to Yield Right-Of-Way
6,California,62143,0,1,0,None Noted
6,California,62143,0,2,0,None Noted
6,California,62143,0,3,0,None Noted
6,California,62144,0,1,9,Wrong-Way Riding or Walking
6,California,62148,0,1,0,None Noted
6,California,62151,0,1,2,Failure to Yield Right-Of-Way
6,California,62151,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62151,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62151,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62152,0,1,2,Failure to Yield Right-Of-Way
6,California,62160,0,1,99,Reported as Unknown
6,California,62164,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62165,0,1,2,Failure to Yield Right-Of-Way
6,California,62165,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62172,0,1,2,Failure to Yield Right-Of-Way
6,California,62172,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62173,0,1,0,None Noted
6,California,62177,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62177,0,2,0,None Noted
6,California,62187,0,1,0,None Noted
6,California,62187,0,2,0,None Noted
6,California,62188,0,1,2,Failure to Yield Right-Of-Way
6,California,62188,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62188,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62194,0,1,2,Failure to Yield Right-Of-Way
6,California,62199,0,1,0,None Noted
6,California,62201,0,1,2,Failure to Yield Right-Of-Way
6,California,62203,0,1,2,Failure to Yield Right-Of-Way
6,California,62203,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62203,0,1,10,Riding on Wrong Side of Road
6,California,62204,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62205,0,1,0,None Noted
6,California,62208,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62211,0,1,2,Failure to Yield Right-Of-Way
6,California,62213,0,1,2,Failure to Yield Right-Of-Way
6,California,62213,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62215,0,1,2,Failure to Yield Right-Of-Way
6,California,62215,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62216,0,1,0,None Noted
6,California,62216,0,2,0,None Noted
6,California,62217,0,1,0,None Noted
6,California,62223,0,1,0,None Noted
6,California,62227,0,1,2,Failure to Yield Right-Of-Way
6,California,62227,0,2,2,Failure to Yield Right-Of-Way
6,California,62228,0,1,2,Failure to Yield Right-Of-Way
6,California,62228,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62229,0,1,0,None Noted
6,California,62230,0,1,2,Failure to Yield Right-Of-Way
6,California,62231,0,1,0,None Noted
6,California,62232,0,1,2,Failure to Yield Right-Of-Way
6,California,62232,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62233,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,62233,0,1,2,Failure to Yield Right-Of-Way
6,California,62237,0,1,2,Failure to Yield Right-Of-Way
6,California,62237,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62246,0,1,2,Failure to Yield Right-Of-Way
6,California,62246,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62246,0,2,2,Failure to Yield Right-Of-Way
6,California,62246,0,2,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62251,0,1,2,Failure to Yield Right-Of-Way
6,California,62251,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62252,0,1,2,Failure to Yield Right-Of-Way
6,California,62252,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62252,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62254,0,1,0,None Noted
6,California,62257,0,1,2,Failure to Yield Right-Of-Way
6,California,62257,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62257,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62258,0,1,2,Failure to Yield Right-Of-Way
6,California,62258,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62265,0,1,2,Failure to Yield Right-Of-Way
6,California,62265,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62276,0,1,0,None Noted
6,California,62279,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62279,0,2,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62281,0,1,2,Failure to Yield Right-Of-Way
6,California,62291,0,1,2,Failure to Yield Right-Of-Way
6,California,62292,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62293,0,1,99,Reported as Unknown
6,California,62294,0,1,2,Failure to Yield Right-Of-Way
6,California,62294,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62299,0,1,9,Wrong-Way Riding or Walking
6,California,62300,0,1,0,None Noted
6,California,62304,0,1,2,Failure to Yield Right-Of-Way
6,California,62304,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62310,0,1,2,Failure to Yield Right-Of-Way
6,California,62310,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62312,0,1,2,Failure to Yield Right-Of-Way
6,California,62315,0,1,2,Failure to Yield Right-Of-Way
6,California,62318,0,1,0,None Noted
6,California,62323,0,1,2,Failure to Yield Right-Of-Way
6,California,62323,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62323,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62326,0,1,0,None Noted
6,California,62330,0,1,2,Failure to Yield Right-Of-Way
6,California,62330,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62332,0,1,2,Failure to Yield Right-Of-Way
6,California,62332,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62338,0,1,0,None Noted
6,California,62339,0,1,14,Operating Without Required Equipment
6,California,62348,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62354,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62355,0,1,2,Failure to Yield Right-Of-Way
6,California,62355,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62364,0,1,2,Failure to Yield Right-Of-Way
6,California,62365,0,1,2,Failure to Yield Right-Of-Way
6,California,62368,0,1,2,Failure to Yield Right-Of-Way
6,California,62368,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62373,0,1,16,Failure to Keep in Proper Lane or Running Off Road
6,California,62375,0,1,0,None Noted
6,California,62378,0,1,2,Failure to Yield Right-Of-Way
6,California,62378,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62378,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62378,0,2,2,Failure to Yield Right-Of-Way
6,California,62378,0,2,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62378,0,2,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62379,0,1,0,None Noted
6,California,62380,0,1,0,None Noted
6,California,62381,0,1,2,Failure to Yield Right-Of-Way
6,California,62381,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62383,0,1,2,Failure to Yield Right-Of-Way
6,California,62383,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62384,0,1,2,Failure to Yield Right-Of-Way
6,California,62384,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62385,0,1,2,Failure to Yield Right-Of-Way
6,California,62385,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62386,0,1,2,Failure to Yield Right-Of-Way
6,California,62386,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62387,0,1,0,None Noted
6,California,62392,0,1,2,Failure to Yield Right-Of-Way
6,California,62392,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62396,0,1,2,Failure to Yield Right-Of-Way
6,California,62396,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62397,0,1,2,Failure to Yield Right-Of-Way
6,California,62397,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62400,0,1,2,Failure to Yield Right-Of-Way
6,California,62400,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62401,0,1,2,Failure to Yield Right-Of-Way
6,California,62401,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62406,0,1,0,None Noted
6,California,62408,0,1,0,None Noted
6,California,62408,0,2,0,None Noted
6,California,62412,0,1,13,Failing to Have Lights on When Required
6,California,62412,0,1,14,Operating Without Required Equipment
6,California,62412,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62412,0,1,21,Other (Specify:)
6,California,62414,0,1,2,Failure to Yield Right-Of-Way
6,California,62414,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62417,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62417,0,1,21,Other (Specify:)
6,California,62420,0,1,2,Failure to Yield Right-Of-Way
6,California,62422,0,1,2,Failure to Yield Right-Of-Way
6,California,62422,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62426,0,1,2,Failure to Yield Right-Of-Way
6,California,62427,0,1,2,Failure to Yield Right-Of-Way
6,California,62427,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62427,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62429,0,1,0,None Noted
6,California,62431,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62431,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62432,0,1,0,None Noted
6,California,62433,0,1,2,Failure to Yield Right-Of-Way
6,California,62435,0,1,2,Failure to Yield Right-Of-Way
6,California,62435,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62438,0,1,2,Failure to Yield Right-Of-Way
6,California,62438,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62439,0,1,2,Failure to Yield Right-Of-Way
6,California,62439,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62441,0,1,2,Failure to Yield Right-Of-Way
6,California,62444,0,1,2,Failure to Yield Right-Of-Way
6,California,62448,0,1,2,Failure to Yield Right-Of-Way
6,California,62448,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62449,0,1,2,Failure to Yield Right-Of-Way
6,California,62449,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62450,0,1,2,Failure to Yield Right-Of-Way
6,California,62450,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62451,0,1,0,None Noted
6,California,62452,0,1,2,Failure to Yield Right-Of-Way
6,California,62452,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62455,0,1,2,Failure to Yield Right-Of-Way
6,California,62455,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62458,0,1,0,None Noted
6,California,62458,0,2,0,None Noted
6,California,62460,0,1,2,Failure to Yield Right-Of-Way
6,California,62460,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62460,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62462,0,1,2,Failure to Yield Right-Of-Way
6,California,62465,0,1,2,Failure to Yield Right-Of-Way
6,California,62465,0,2,2,Failure to Yield Right-Of-Way
6,California,62467,0,1,2,Failure to Yield Right-Of-Way
6,California,62467,0,1,9,Wrong-Way Riding or Walking
6,California,62467,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62470,0,1,2,Failure to Yield Right-Of-Way
6,California,62470,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62475,0,1,2,Failure to Yield Right-Of-Way
6,California,62475,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62483,0,1,2,Failure to Yield Right-Of-Way
6,California,62483,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62485,0,1,2,Failure to Yield Right-Of-Way
6,California,62487,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,62487,0,1,2,Failure to Yield Right-Of-Way
6,California,62487,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62487,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62493,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62493,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62497,0,1,2,Failure to Yield Right-Of-Way
6,California,62498,0,1,4,"In Roadway Improperly (Standing, Lying, Working, Playing, etc.)"
6,California,62498,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62502,0,1,2,Failure to Yield Right-Of-Way
6,California,62502,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62503,0,1,2,Failure to Yield Right-Of-Way
6,California,62503,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62504,0,1,0,None Noted
6,California,62508,0,1,2,Failure to Yield Right-Of-Way
6,California,62511,0,1,2,Failure to Yield Right-Of-Way
6,California,62511,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62513,0,1,2,Failure to Yield Right-Of-Way
6,California,62513,0,1,9,Wrong-Way Riding or Walking
6,California,62513,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62515,0,1,2,Failure to Yield Right-Of-Way
6,California,62515,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62516,0,1,2,Failure to Yield Right-Of-Way
6,California,62518,0,1,0,None Noted
6,California,62523,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62524,0,1,2,Failure to Yield Right-Of-Way
6,California,62524,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62526,0,1,2,Failure to Yield Right-Of-Way
6,California,62526,0,1,12,Improper Crossing of Roadway or Intersection (Jaywalking)
6,California,62528,0,1,2,Failure to Yield Right-Of-Way
6,California,62528,0,1,19,"Not Visible (Dark clothing, No Lighting, etc.)"
6,California,62536,0,1,1,Dart-Out - Visual Obstruction Noted
6,California,62536,0,1,2,Failure to Yield Right-Of-Way
6,California,62539,0,1,2,Failure to Yield Right-Of-Way
6,California,62540,0,1,2,Failure to Yield Right-Of-Way
6,California,62540,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62542,0,1,2,Failure to Yield Right-Of-Way
6,California,62542,0,1,3,"Failure to Obey Traffic Signs, Signals or Officer"
6,California,62543,0,1,2,Failure to Yield Right-Of-Way
6,California,62543,0,1,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62543,0,2,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62543,0,3,11,"Dash - Run, No Visual Obstruction Noted"
6,California,62546,0,1,2,Failure to Yield Right-Of-Way
6,California,62548,0,1,0,None Noted
6,California,62551,0,1,2,Failure to Yield Right-Of-Way
6,California,62554,0,1,2,Failure to Yield Right-Of-Way
