ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
240044,21,21,21,21,21,21,21,21,21,21
240045,0,0,0,0,0,0,0,0,0,0
240046,25,25,25,25,25,25,25,25,25,25
240047,36,36,36,36,36,36,36,36,36,36
240048,26,26,26,26,26,26,26,26,26,26
240049,0,0,15,0,0,0,0,0,0,0
240050,0,0,0,0,0,0,0,0,0,0
240051,0,0,0,0,0,0,0,0,0,0
240052,16,0,0,0,0,0,0,16,0,0
240053,0,0,0,0,0,0,0,0,0,0
240054,0,0,0,0,0,0,0,0,0,0
240055,3,15,10,0,0,0,23,16,10,0
240056,6,6,6,6,6,6,6,6,6,6
240057,10,10,10,10,10,10,10,10,10,10
240058,19,19,19,19,19,19,19,19,19,19
240059,29,29,29,29,29,29,29,29,29,29
240060,0,0,0,0,0,0,0,0,0,0
240061,0,0,32,0,0,0,0,0,0,0
240062,0,0,0,0,0,0,0,0,0,0
240063,0,0,14,17,0,14,0,14,12,7
240064,0,0,0,0,0,0,0,0,0,0
240065,0,0,0,0,0,0,0,0,0,0
240066,0,0,8,0,0,0,0,17,0,0
240067,20,20,20,20,20,20,20,20,20,20
240068,0,0,0,0,0,0,0,0,0,0
240069,0,0,0,0,0,0,0,0,0,0
240070,9,9,9,9,9,9,9,9,9,9
240071,22,22,22,22,22,22,22,22,22,22
240072,0,0,0,0,11,0,0,0,0,0
240073,0,0,0,0,0,0,0,0,0,0
240074,0,0,0,0,0,0,0,0,0,0
240075,0,0,0,0,0,0,0,0,0,0
240076,0,0,0,0,0,0,0,0,0,0
240077,0,0,0,0,0,0,0,0,0,0
240078,16,16,16,16,16,16,16,16,16,16
240079,0,0,0,0,0,0,0,0,17,0
240080,15,15,15,15,15,15,15,15,15,15
240081,30,24,22,37,18,15,0,12,16,33
240082,28,28,28,28,28,28,28,28,28,28
240083,0,7,0,0,0,0,0,0,0,0
240084,0,0,0,0,0,0,0,0,0,0
240085,8,0,0,0,32,13,24,0,15,0
240086,16,16,16,16,16,16,16,16,16,16
240087,0,0,0,0,0,0,0,0,0,0
240088,25,25,25,25,25,25,25,25,25,25
240089,0,0,0,0,0,0,0,0,0,0
240090,0,0,0,0,0,0,0,0,0,0
240091,15,15,15,15,15,15,15,15,15,15
240092,0,0,0,0,0,0,0,0,0,0
240093,18,18,18,18,18,19,18,18,18,18
240094,30,30,30,30,30,30,30,30,30,30
240095,24,24,24,24,24,24,24,24,24,24
240096,0,0,0,0,0,0,0,0,0,0
240097,0,0,0,0,0,0,0,0,0,0
240098,0,0,0,0,0,0,0,0,0,0
240099,26,26,26,26,26,26,26,26,26,26
240100,15,0,0,0,0,0,0,0,0,0
240101,0,0,0,0,0,0,0,0,0,0
240102,0,0,0,10,0,0,0,0,0,0
240103,0,0,0,0,0,0,0,0,0,0
240104,19,0,0,0,0,0,0,0,0,0
240105,0,0,0,0,0,0,0,0,0,0
240106,0,0,0,0,25,0,0,0,0,0
240108,25,25,25,25,25,25,25,25,25,25
240109,36,36,36,36,36,36,36,36,36,36
240110,0,0,0,0,0,0,0,0,0,0
240111,0,0,0,0,0,0,0,0,0,47
240112,31,31,31,31,31,31,31,31,31,31
240113,28,10,18,42,11,19,35,3,19,17
240114,0,0,0,10,0,3,0,0,0,0
240115,0,0,0,0,0,0,0,0,0,0
240116,26,26,26,26,26,26,26,26,26,26
240117,27,27,27,27,27,27,27,27,27,27
240118,28,28,28,28,28,28,28,28,28,28
240119,0,0,0,0,0,0,0,0,0,0
240120,6,6,6,6,6,6,6,6,6,6
240121,0,0,0,0,0,0,0,0,0,0
240123,0,0,0,11,0,0,0,0,0,0
240124,12,24,11,18,15,16,14,23,11,13
240125,0,0,0,0,0,0,0,0,0,0
240126,0,0,18,0,0,0,0,0,0,0
240127,35,35,35,35,35,35,35,35,35,35
240129,19,19,19,19,19,19,19,19,19,19
240130,20,20,20,20,20,20,20,20,31,20
240131,0,0,0,0,11,0,0,0,0,0
240132,0,6,0,0,0,0,0,0,0,0
240133,23,23,23,23,23,23,23,23,23,23
240134,0,0,0,0,0,0,0,0,0,0
240135,0,0,0,0,0,0,0,0,0,0
240136,0,0,0,0,0,0,17,0,0,0
240137,0,0,0,0,0,0,0,0,0,16
240138,4,4,4,4,4,4,33,7,24,4
240139,17,17,17,17,17,17,17,17,17,17
240140,0,0,0,0,0,0,0,0,0,0
240141,0,0,23,0,0,0,0,0,12,0
240142,8,8,8,8,8,8,8,8,8,8
240143,0,0,0,0,0,16,0,0,6,7
240144,0,0,0,0,0,0,0,0,0,0
240145,35,27,59,20,4,8,20,11,3,26
240146,0,0,0,0,0,0,10,0,0,0
240147,19,8,8,8,8,8,8,8,8,8
240148,5,24,0,0,0,0,11,23,0,0
240149,0,0,0,0,0,0,0,0,0,0
240150,0,0,0,0,0,0,0,0,0,0
240151,0,2,0,0,0,0,0,0,0,0
240152,0,0,0,0,0,0,0,0,0,0
240153,22,22,22,22,22,22,22,22,22,22
240154,0,0,0,0,0,0,0,0,0,0
240155,0,0,0,5,0,4,0,0,0,0
240156,0,0,0,0,0,0,0,0,0,0
240157,15,15,15,15,15,15,15,15,15,15
240158,18,18,18,18,18,18,18,18,18,18
240159,12,12,12,12,12,12,12,12,12,12
240160,0,0,0,0,0,0,0,0,0,0
240161,21,9,9,22,9,9,9,9,9,9
240162,0,0,0,0,0,0,0,0,0,0
240163,22,22,22,22,22,22,22,22,22,22
240164,18,18,18,18,18,18,18,18,18,18
240165,0,0,0,0,0,0,0,0,0,0
240166,14,14,14,14,14,14,14,14,14,14
240167,0,0,0,0,0,17,0,0,10,0
240168,24,0,0,10,0,20,0,0,0,0
240169,0,14,0,0,0,0,0,0,0,0
240170,17,17,17,17,17,17,17,17,17,17
240171,0,0,0,0,0,0,0,0,0,0
240172,12,12,12,12,12,12,12,12,12,12
240173,4,4,4,14,4,4,4,4,4,4
240174,0,0,0,0,0,0,0,0,0,10
240175,0,0,0,0,0,0,0,0,24,0
240176,0,0,0,0,0,0,0,11,10,0
240178,31,31,31,31,31,31,31,31,31,31
240179,0,0,0,0,0,0,0,0,0,0
240180,12,12,12,12,12,12,12,12,12,12
240181,28,17,17,17,17,17,17,17,17,17
240182,0,0,0,0,0,0,0,0,0,0
240183,23,23,23,23,23,23,23,23,23,23
240184,0,0,0,0,0,0,0,0,0,0
240185,0,0,0,0,0,0,0,0,0,0
240186,0,0,0,0,0,0,0,0,0,0
240187,16,16,16,16,16,16,16,16,16,16
240188,37,37,37,37,37,37,37,37,37,37
240189,4,4,4,4,4,4,4,4,4,4
240190,24,24,24,24,24,24,24,24,24,24
240191,24,24,24,24,24,24,24,24,24,24
240192,0,0,0,0,0,0,0,0,0,0
240193,19,19,19,19,19,19,19,19,19,19
240194,5,8,0,0,0,0,0,0,0,0
240195,0,8,0,0,0,0,0,0,0,0
240196,0,0,0,0,0,0,17,0,0,0
240197,0,0,0,0,0,0,0,0,0,0
240198,0,0,0,0,10,0,0,0,0,0
240199,0,0,16,0,0,0,0,0,0,0
240200,30,30,30,30,30,30,30,30,30,30
240201,0,0,0,0,0,0,0,0,0,0
240202,11,11,11,11,11,11,11,11,11,11
240203,0,0,0,0,0,0,0,0,0,0
240204,38,38,38,38,38,38,38,38,38,38
240205,0,0,0,0,0,0,0,0,0,0
240206,0,0,0,0,0,0,0,0,0,0
240207,0,0,0,0,0,0,0,0,0,0
240208,23,23,23,23,23,23,23,23,23,23
240209,15,15,15,15,15,15,15,15,15,15
240210,0,0,0,0,0,0,0,16,0,0
240211,0,0,0,0,0,0,0,0,0,0
240212,27,27,27,27,27,27,27,27,27,27
240213,0,0,0,0,0,0,0,0,0,0
240214,0,0,18,0,0,0,0,0,0,0
240215,0,0,0,0,0,0,0,0,0,0
240216,0,0,0,0,0,0,0,0,0,0
240217,7,7,7,7,7,7,7,7,7,9
240218,0,0,0,0,0,0,0,0,0,0
240219,0,48,0,0,26,0,0,0,0,19
240220,0,0,0,0,0,0,0,0,0,0
240221,0,0,0,0,0,0,0,0,0,0
240222,12,12,12,12,12,12,12,12,12,12
240223,33,33,33,33,33,33,33,33,33,33
240224,25,25,25,25,25,25,25,25,25,25
240225,5,0,0,0,0,32,0,0,0,0
240226,0,0,0,0,0,0,0,0,0,0
240227,0,0,0,0,0,0,0,0,0,0
240228,0,0,0,0,28,20,0,0,0,0
240229,12,12,12,12,12,12,12,12,12,12
240230,0,10,19,12,0,14,0,0,0,35
240231,14,14,14,14,14,14,14,14,14,22
240232,0,0,0,0,0,0,0,0,0,0
240233,29,29,29,29,29,29,29,29,29,29
240234,0,0,0,0,0,0,0,0,0,28
240235,11,11,11,11,11,11,11,11,11,11
240236,26,26,26,26,26,26,26,26,26,26
240237,9,0,0,0,0,0,0,0,0,0
240238,0,0,0,0,0,0,4,0,0,0
240239,0,0,0,0,0,0,0,17,0,0
240240,0,17,0,0,0,0,0,0,0,0
240241,0,0,0,0,0,0,0,0,0,0
240242,0,0,0,0,0,0,0,0,0,0
240243,0,0,0,0,0,0,0,0,0,0
240244,0,0,0,0,0,0,0,0,0,19
240245,0,0,0,0,0,0,0,0,0,0
240246,25,25,25,25,25,25,25,25,25,25
240247,32,32,32,32,32,32,32,32,32,32
240248,32,32,32,32,32,32,32,32,32,32
240249,0,0,0,0,0,22,0,0,0,0
240250,0,8,0,0,0,14,0,0,0,0
240251,0,0,0,0,0,0,0,0,0,0
240252,0,0,0,0,0,0,0,0,0,0
240253,14,14,14,14,14,14,14,14,14,14
240254,0,9,0,0,0,0,0,13,0,0
240255,11,11,11,20,11,11,11,11,11,11
240256,0,0,0,0,0,0,0,0,0,0
240257,0,0,0,0,0,0,0,0,0,0
240258,0,0,0,0,0,0,0,0,0,0
240259,11,11,11,11,11,11,11,11,11,11
240260,5,5,5,5,5,5,5,5,5,5
240261,14,13,0,0,0,0,0,3,0,7
240262,18,0,27,0,0,0,0,0,0,13
240263,0,0,0,0,0,0,0,0,0,0
240264,0,0,0,0,0,0,0,0,0,0
240265,0,0,0,9,0,19,0,0,0,0
240266,29,29,29,29,29,29,29,29,29,29
240267,0,8,0,11,0,0,0,0,0,0
240268,7,14,0,10,35,12,10,0,14,16
240269,0,0,0,0,0,22,0,0,0,24
240270,0,0,0,0,4,7,0,0,0,0
240271,0,0,0,0,0,0,0,0,0,0
240272,0,0,0,0,0,0,0,0,0,0
240273,13,13,13,13,13,13,13,13,13,13
240274,0,30,0,0,0,0,0,0,0,15
240275,0,0,0,0,0,0,0,0,0,0
240276,0,0,0,0,0,0,0,0,0,0
240277,0,0,0,0,0,0,0,0,0,0
240278,0,0,0,0,0,31,0,0,0,0
240279,0,0,0,0,0,0,0,0,7,0
240281,0,0,0,0,0,0,0,0,0,0
240282,15,0,0,10,16,26,18,0,0,18
240283,29,30,14,21,12,9,0,23,34,28
240284,0,0,0,14,0,23,0,0,0,0
240285,0,0,0,0,0,0,0,0,0,0
240286,0,0,0,0,0,0,0,0,0,0
240287,5,5,5,5,5,5,5,29,5,5
240288,0,0,0,0,0,0,0,0,0,0
240289,0,0,0,0,0,0,0,0,0,0
240290,0,0,0,0,0,0,5,0,0,0
240291,17,17,17,17,17,17,17,17,17,17
240292,0,27,0,0,0,0,21,0,0,0
240293,23,23,23,23,23,23,23,23,23,23
240294,0,0,0,0,0,0,0,0,0,0
240295,0,0,0,0,0,0,0,0,0,0
240296,0,0,12,0,0,0,0,0,6,0
240297,0,0,0,0,0,0,0,0,0,0
240298,0,8,21,0,13,22,28,0,0,21
240299,0,0,0,0,0,0,0,0,0,0
240301,0,11,0,0,0,0,0,0,0,0
240302,0,0,0,28,0,0,9,0,0,11
240304,0,0,0,0,0,0,29,0,0,0
240305,22,22,22,22,22,22,22,22,22,22
240306,4,21,4,4,20,22,12,4,4,4
240307,17,24,17,17,17,17,17,17,17,17
240308,0,0,0,0,0,0,0,0,0,0
240309,0,0,0,0,0,0,0,0,0,0
240310,17,17,17,17,17,17,17,17,17,17
240312,10,16,6,18,0,19,0,7,8,12
240314,0,0,0,0,0,0,0,0,0,0
240315,0,15,0,0,0,0,0,0,0,0
240316,7,0,0,0,0,0,0,0,0,2
240317,0,0,0,0,10,0,0,0,14,0
240318,0,16,0,0,0,0,0,0,0,0
240320,28,28,28,28,28,28,28,28,28,28
240321,0,0,21,0,0,0,0,12,16,0
240322,14,14,14,19,14,14,14,14,14,14
240323,13,13,13,13,13,14,13,13,13,13
240324,12,12,12,12,12,12,12,12,12,12
240325,0,0,0,9,0,0,0,4,6,0
240326,15,15,15,15,15,15,15,15,15,15
240327,0,0,14,0,0,15,0,0,0,5
240328,8,22,3,0,16,13,23,0,19,0
240329,18,17,17,17,17,17,17,17,17,17
240330,0,0,0,0,0,0,0,0,0,0
240331,0,0,0,0,0,0,15,24,21,0
240332,13,0,0,6,0,16,0,0,14,0
240333,28,28,28,28,28,28,28,28,28,28
240334,0,32,0,0,0,0,0,0,0,0
240335,0,0,0,0,0,0,0,0,0,0
240336,0,0,0,0,0,0,0,0,0,0
240337,0,16,0,0,0,0,0,0,6,12
240338,0,0,0,0,0,0,0,0,0,0
240339,35,35,35,35,35,35,35,35,35,35
240340,0,0,0,0,0,0,0,0,0,0
240341,0,0,0,0,0,0,0,0,0,0
240342,0,0,0,26,0,0,0,0,0,0
240343,35,35,35,35,35,35,35,35,35,35
240344,32,14,12,14,21,12,8,0,7,8
240345,0,0,0,0,0,0,0,0,0,0
240346,0,0,0,0,0,0,0,0,0,0
240347,0,0,16,17,0,0,0,0,0,36
240348,24,24,24,24,24,24,24,24,24,24
240349,4,4,4,4,4,35,4,4,4,4
240350,0,0,0,0,0,0,0,0,0,6
240351,14,14,14,14,14,14,14,14,14,14
240352,0,0,0,0,20,0,0,0,0,0
240353,0,0,0,0,0,3,0,0,0,12
240354,0,0,0,0,0,0,0,0,0,0
240355,0,0,0,0,21,0,0,15,0,0
240356,0,0,13,0,0,0,0,0,15,0
240357,6,8,8,17,19,9,6,15,12,20
240358,24,24,24,24,24,24,24,24,24,24
240359,12,0,12,12,0,0,21,0,0,0
240360,0,0,0,0,0,0,0,0,0,0
240361,25,25,25,25,25,25,25,25,25,25
240362,17,25,12,28,5,16,6,17,12,10
240363,0,0,0,0,0,0,0,0,0,0
240364,24,0,6,18,0,9,0,22,0,18
240365,19,19,19,19,19,19,19,19,19,20
240366,10,10,10,10,10,10,10,10,10,10
240367,5,5,5,5,5,5,5,5,5,5
240368,0,0,0,0,0,0,0,0,0,0
240369,0,0,0,0,0,0,0,0,19,0
240370,0,0,0,0,0,0,0,0,0,0
240371,0,0,0,0,0,0,0,0,0,0
240372,0,0,0,0,0,0,0,0,0,0
240373,0,0,0,0,0,0,0,0,0,0
240374,0,23,10,0,0,0,13,31,15,14
240375,0,0,0,0,0,0,0,0,0,0
240376,0,0,0,29,0,0,0,0,0,0
240377,0,0,12,0,0,0,0,0,0,0
240378,0,0,0,0,0,0,0,0,0,0
240379,0,0,0,0,0,0,0,0,0,0
240380,17,23,0,2,5,0,0,0,0,0
240381,8,8,8,8,8,8,8,8,8,8
240382,0,0,0,0,0,0,0,0,0,0
240383,26,0,0,0,0,0,0,0,0,0
240384,0,0,0,0,0,0,0,0,0,14
240385,0,0,0,0,0,0,0,0,0,0
240386,0,0,15,0,0,0,0,0,0,0
240387,0,0,0,3,0,0,0,15,0,0
240388,30,30,30,30,30,30,30,30,30,30
240389,0,0,0,0,0,0,0,0,0,0
240390,9,9,9,9,9,9,9,9,9,9
240391,8,0,14,0,0,0,0,0,0,0
240392,18,18,18,18,18,18,18,18,18,18
240393,19,19,19,19,19,19,19,19,19,19
240394,20,20,20,20,20,20,20,20,20,20
240395,0,0,0,0,0,0,0,0,0,0
240397,0,0,12,0,0,0,0,13,0,0
240398,32,19,19,19,19,19,19,19,19,19
240399,0,6,0,0,0,0,0,0,0,14
240400,0,0,0,0,9,0,0,0,0,0
240401,22,22,22,22,22,22,22,22,22,22
240402,0,0,0,0,0,0,0,0,0,0
240403,0,0,0,0,0,0,0,0,0,0
240404,0,0,0,0,0,0,0,0,0,5
240405,0,0,0,0,0,0,0,0,0,0
240406,0,0,0,0,0,0,0,0,0,0
240407,29,29,29,29,29,29,29,29,29,29
240408,25,25,25,25,25,25,25,25,25,25
240409,1,1,1,1,1,1,1,1,1,1
240410,29,29,29,29,29,29,29,29,29,29
240411,0,0,0,0,0,0,0,0,0,0
240412,8,8,8,8,8,8,8,8,8,8
240413,9,0,0,0,20,0,13,0,16,29
240414,0,0,0,0,0,0,0,0,0,0
240415,0,0,0,0,0,0,0,0,22,0
240416,0,0,0,0,0,0,0,0,0,0
240417,0,0,0,0,0,0,0,0,0,0
240418,0,0,0,0,0,0,0,0,0,0
240419,19,11,11,11,11,11,11,11,11,11
240420,0,0,0,0,0,0,0,0,0,0
240421,0,0,0,0,0,0,0,0,6,6
240422,0,26,18,0,0,7,8,0,0,0
240423,0,0,0,0,0,0,0,0,0,0
240424,0,0,5,0,0,0,0,0,0,0
240425,0,0,0,0,0,0,0,0,0,0
240426,10,22,0,18,0,0,37,0,9,20
240427,7,7,7,7,7,7,7,7,7,7
240428,0,0,0,0,11,0,0,0,0,0
240429,0,0,0,0,0,0,0,0,0,0
240430,22,22,22,22,22,22,22,22,22,22
240431,0,0,0,0,0,0,0,0,0,0
240432,0,0,0,0,0,0,0,0,0,0
240433,0,0,0,0,0,0,0,0,0,0
240434,0,0,0,26,15,0,0,0,0,0
240435,6,8,6,19,16,6,6,6,6,10
240436,0,0,0,0,0,17,0,0,0,0
240437,7,7,7,7,7,7,15,7,16,7
240438,0,0,0,0,0,0,0,0,0,0
240439,0,0,0,0,0,0,0,0,0,10
240440,41,41,41,41,41,41,41,41,41,41
240441,0,0,0,0,10,0,0,0,0,0
240442,0,0,0,0,0,0,0,0,0,0
240443,30,30,30,30,30,30,30,30,30,30
240444,0,0,0,0,0,13,0,0,0,0
240445,0,0,0,18,0,0,0,0,0,0
240446,17,0,42,0,12,0,0,0,0,8
240447,0,0,0,28,17,16,0,0,0,0
240448,0,0,0,0,0,0,0,0,0,0
240449,15,15,37,15,15,15,15,16,15,15
240450,19,19,19,19,19,19,19,19,19,19
240451,0,0,0,0,0,0,0,0,0,0
240452,23,23,23,23,23,23,23,23,23,23
240453,0,0,0,0,0,0,0,0,0,0
240454,22,0,24,26,23,18,10,27,0,12
240455,0,0,0,0,0,0,0,0,0,0
240456,0,0,0,0,0,0,0,0,6,0
240457,0,0,0,0,0,0,0,0,0,0
240458,0,0,0,0,0,0,0,0,0,0
240459,0,0,0,0,0,0,0,0,0,0
240460,0,0,0,0,0,0,0,0,0,0
240461,0,0,0,0,0,0,0,0,0,0
240462,18,0,0,0,12,0,17,0,0,0
240463,0,12,9,0,0,6,0,0,0,0
240464,21,21,8,0,17,0,0,0,13,21
240465,20,0,9,0,0,0,2,21,13,0
240466,0,5,0,0,0,0,7,0,0,0
240467,23,23,23,23,23,23,23,23,23,23
240468,0,0,0,0,0,0,0,0,0,0
240469,0,0,0,0,0,10,0,0,0,0
240470,0,0,0,0,0,0,0,0,0,0
240471,23,23,23,23,23,23,23,23,23,23
240472,0,0,0,17,0,8,0,0,0,0
240473,7,7,7,7,7,7,7,7,7,7
240474,0,0,0,0,0,0,0,0,0,0
240475,0,0,0,0,0,0,11,0,19,0
240476,12,12,12,12,12,12,12,12,12,12
240477,0,0,0,0,0,0,0,0,0,0
240478,0,0,0,0,1,0,0,0,0,0
240479,20,20,20,20,20,20,20,20,20,20
240480,35,35,35,35,35,35,35,35,35,35
240481,8,0,21,22,12,15,28,0,0,19
240482,0,0,0,0,0,0,23,0,0,0
240483,0,12,0,0,34,6,0,0,0,0
240484,0,17,0,0,0,19,29,0,0,0
240485,8,8,8,8,8,8,8,8,8,8
240486,0,22,0,20,14,21,11,27,7,0
240487,1,1,1,1,1,1,1,1,1,1
240488,0,0,0,0,0,0,0,0,0,0
240489,0,32,0,0,0,0,7,0,0,0
240490,0,0,0,0,0,0,0,0,0,0
240491,19,19,19,19,19,19,19,19,19,19
240492,0,0,0,0,0,0,0,0,0,0
240493,0,0,0,0,0,0,0,0,0,28
240494,0,19,14,0,0,0,0,0,18,0
240495,0,0,0,0,0,0,0,0,0,0
240496,0,0,0,0,0,0,0,0,0,0
240497,0,0,4,0,0,0,0,0,0,0
240498,0,0,0,0,0,0,0,0,0,0
240499,0,18,0,0,0,0,26,0,0,13
240500,12,12,12,12,12,12,12,12,12,12
240501,31,31,31,31,31,31,31,31,31,31
240502,0,0,0,0,0,0,0,0,0,0
240503,0,0,0,0,0,0,0,0,0,0
240504,27,27,27,27,27,27,27,27,27,27
240505,27,27,27,27,27,27,27,27,27,27
240506,0,0,0,0,0,0,0,0,0,0
240507,0,0,0,20,0,0,0,0,0,0
240508,0,0,0,0,0,0,0,0,0,12
240509,27,0,0,0,0,0,0,0,0,0
240510,0,0,0,0,0,0,0,0,0,0
240512,0,0,0,0,0,0,0,0,0,0
240513,24,24,24,24,24,24,24,24,24,24
240514,17,17,17,17,17,17,17,17,17,17
240515,19,0,0,11,11,7,10,12,0,0
240516,11,0,0,0,0,0,0,23,0,0
240517,33,15,0,0,0,0,0,0,0,17
240518,18,0,8,14,0,19,12,13,0,5
240520,0,0,0,0,0,0,0,0,0,0
240521,0,0,0,0,0,0,0,0,0,0
240522,7,11,22,18,18,9,12,13,22,19
240523,0,0,0,0,0,0,0,0,0,0
240524,6,0,0,0,0,0,0,0,0,0
240525,28,28,28,28,28,28,28,28,28,28
240526,16,16,16,16,16,16,16,16,16,16
240527,0,12,0,0,0,0,0,42,15,0
240528,14,14,14,14,15,14,14,14,14,14
240529,17,17,17,17,17,17,17,17,17,17
240530,13,13,13,13,13,13,13,13,13,13
240531,0,0,0,0,0,0,0,0,0,0
240532,0,0,0,0,0,0,0,0,0,0
240533,0,0,0,0,0,0,0,0,0,0
240534,0,0,0,0,0,0,0,0,0,0
240535,0,0,0,0,0,0,0,0,0,0
240536,0,0,0,0,0,0,0,0,26,15
240537,4,0,0,0,0,0,42,0,24,0
240538,0,0,0,0,0,0,0,0,0,6
240539,11,24,0,9,15,0,0,26,0,0
240540,6,6,6,6,6,6,6,6,6,6
240541,0,0,0,0,0,0,0,0,0,0
240542,15,15,15,15,15,15,15,15,15,15
240543,0,0,0,0,0,0,0,0,0,0
240544,0,0,0,0,0,0,0,0,0,0
240545,3,33,11,4,15,22,14,0,33,7
240546,35,35,35,35,35,35,35,35,35,35
240547,0,22,0,0,0,0,0,0,0,0
240548,0,0,0,13,0,0,0,22,4,0
240549,15,15,15,15,15,15,15,15,15,15
240550,15,0,0,17,0,20,33,16,4,24
240551,0,0,0,0,0,0,0,0,0,0
240552,18,0,0,0,0,21,0,15,0,9
240553,4,4,4,4,4,4,4,4,4,4
240554,15,13,13,13,13,13,13,13,13,13
240555,0,0,16,0,0,0,0,0,0,0
240556,32,32,32,32,32,32,32,32,33,32
240557,0,3,0,0,0,3,17,14,13,0
240558,18,18,18,18,18,18,18,18,18,18
240559,20,20,20,20,20,20,20,20,20,20
240560,10,10,10,10,10,10,10,10,10,10
240561,0,15,0,0,18,0,0,0,0,0
240562,0,0,0,0,0,0,0,0,0,0
240563,0,0,0,0,0,15,0,0,0,7
240564,7,7,11,30,8,13,14,7,4,18
240565,0,0,0,0,0,0,0,0,0,0
240566,0,0,0,0,0,0,0,0,0,0
240568,0,0,0,0,0,0,0,0,7,0
240569,0,0,0,0,0,14,0,0,0,0
240570,0,0,0,0,0,0,0,0,0,0
240571,7,7,7,7,7,7,7,11,7,7
240572,26,26,26,26,26,26,26,26,26,26
240573,0,0,0,0,0,0,0,3,18,0
240574,0,45,0,0,0,0,0,0,0,0
240575,6,6,6,6,22,6,6,6,6,6
240576,0,13,22,13,0,18,12,0,12,0
240577,8,2,22,25,6,0,16,3,3,7
240578,0,15,0,4,0,14,0,0,0,5
240579,21,21,21,21,21,21,21,21,21,21
240580,11,11,11,11,11,11,11,11,11,11
240581,17,17,17,17,17,17,17,17,17,17
240582,14,10,29,20,0,18,30,0,0,0
240583,0,0,0,0,0,0,0,0,0,0
240584,0,4,0,0,22,0,0,25,0,25
240585,3,3,3,3,3,3,3,3,3,3
240586,0,0,0,0,0,0,0,0,0,0
240587,0,0,0,0,0,0,0,0,0,0
240588,14,14,14,14,14,14,14,14,14,14
240589,26,8,0,17,21,0,0,19,0,0
240590,26,26,26,26,26,26,26,26,26,26
240591,0,0,0,0,0,0,12,0,0,0
240592,3,3,3,3,3,3,3,3,15,3
240593,0,0,0,0,0,0,0,0,0,0
250001,0,0,7,0,0,9,6,14,13,0
250002,27,27,27,27,27,27,27,27,27,27
250003,0,0,0,0,0,0,0,11,5,7
250004,29,0,0,0,0,0,0,13,0,0
250005,0,0,0,0,0,0,0,0,0,0
250006,0,0,0,0,0,0,0,0,0,0
250007,0,0,0,0,0,0,0,0,0,0
250010,0,0,0,0,0,0,0,0,0,14
250011,0,0,0,0,0,0,0,0,0,0
250012,6,10,17,0,0,0,0,0,0,0
250013,0,0,0,0,0,0,0,0,0,0
250014,0,0,0,0,0,0,0,0,0,0
250015,0,17,13,0,0,0,0,0,0,19
250016,0,0,0,0,0,0,0,0,0,0
250017,27,27,27,27,27,27,27,27,27,30
250018,0,0,0,0,0,0,0,0,0,0
250019,0,0,0,0,0,0,0,0,0,0
250020,15,15,15,15,15,15,15,15,15,15
250021,0,0,0,0,0,0,0,0,0,0
250022,0,0,0,0,0,0,0,0,0,0
250023,0,0,0,0,0,0,0,0,0,0
250024,30,30,30,30,30,30,30,30,30,30
250025,27,27,27,27,27,27,27,27,27,27
250026,16,2,7,12,14,7,13,17,14,25
250027,5,5,5,5,5,5,5,5,5,5
250028,0,0,0,0,0,0,10,0,0,0
250029,0,0,0,0,0,0,0,0,0,0
250030,9,22,32,9,9,22,0,4,13,18
250031,11,11,30,0,5,23,17,2,17,22
250032,0,11,21,0,0,12,0,16,25,20
250033,0,0,0,0,0,0,0,0,0,0
250034,0,0,0,0,0,0,0,0,0,0
250036,0,0,0,0,0,0,0,0,0,0
250037,0,0,0,0,0,0,0,0,0,0
250038,0,0,0,0,0,0,0,0,0,0
250039,0,0,0,0,0,0,0,0,0,0
250040,16,16,16,16,16,16,16,16,16,16
250041,6,6,6,19,6,6,6,6,6,6
250042,29,29,29,29,29,29,29,29,29,29
250044,22,22,22,22,23,22,22,22,22,22
250045,24,47,0,0,19,0,0,0,0,0
250046,17,17,17,17,17,17,17,17,17,17
250047,0,0,0,0,0,0,0,0,0,0
250048,0,0,0,0,0,0,0,0,5,0
250049,14,0,0,0,0,0,16,0,0,0
250050,0,0,0,0,0,0,0,14,0,0
250051,0,0,25,0,0,0,0,0,0,0
250052,0,0,0,0,0,0,0,0,0,0
250053,0,0,0,0,0,0,0,0,0,0
250054,0,0,0,0,0,0,0,0,0,0
250055,0,0,13,10,10,28,0,30,0,7
250056,0,0,0,0,0,0,0,0,0,0
250057,0,0,0,0,0,0,0,0,0,0
250058,0,0,0,0,0,0,0,0,0,0
250059,38,38,38,38,38,38,38,38,38,38
250060,0,0,0,0,0,0,0,0,0,0
250061,0,0,0,0,0,0,0,0,0,0
250062,16,16,16,16,16,16,16,16,16,16
250063,0,0,0,0,6,0,0,0,0,16
250064,21,0,17,13,0,0,18,18,33,0
250065,0,0,0,0,0,0,0,0,0,0
250066,34,34,34,34,34,34,34,34,34,34
250067,19,5,0,4,0,0,0,0,0,0
250068,23,23,23,23,23,23,23,23,23,23
250069,16,16,16,16,16,16,16,16,16,16
250070,25,25,25,25,25,25,25,25,25,25
250071,23,23,23,23,23,23,23,23,23,23
250072,0,0,0,0,0,0,0,0,0,0
250073,0,0,0,0,0,0,0,0,0,0
250074,0,8,0,0,0,0,0,0,0,0
250075,0,0,0,0,0,0,0,0,0,0
